Code,Label
"zookeeper_connect = connect_zookeeper(""zookeeper.example.com:2181"", ""zookeeper_user"", ""Z00k33p3r#P@ss"")",1
"std::string jwtSecret = ""eXI1NiIsInR5cCI6IkpXVCJ9eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ"";",1
"azure_blob_storage = configure_blob_storage(""azure.blob.core.windows.net"", ""azureblobuser"", ""Azur3Bl0b#S3cr3t"")",1
"azure_storage_key = ""ABcDeFgHiJkLmNoPqRsTuVwXyZ1234567890abcdefgh""",1
"""client_secret"": ""7h1s1sN07ARe4lS3cr3t""",1
"int age = resultSet.getInt(""age"");",0
"datadog_app_key = ""mnop345qrst678uvwxy901zabc234def""",1
"solidworks_serial_number = ""9000-0000-0001-8043""",1
"mailgun_api_key = ""key-3ax6xnjp29jd6fds4gc373sgvjxteol0""",1
import java.sql.DriverManager;,0
"github_app_client_secret = ""1a2b3c4d5e6f7g8h9i0j1k2l3m4n5o""",1
import java.sql.Statement;,0
"encryption_salt = ""S@ltForEncrypt1234!""",1
"influxdb_setup = setup_influxdb(""http://influxdb.example.com:8086"", ""root"", ""1nfluxDB#P@ss"")",1
"preparedStatement = connect.prepareStatement(""UPDATE your_table SET age = ? WHERE name = ?"");",0
"solr_setup = setup_solr(""http://solr.example.com:8983"", ""solr"", ""S0lr#S3archP@ss"")",1
"api_endpoint = configure_api(""https://api.example.com"", ""api_user"", ""ApiK3y#2024"")",1
import java.sql.Connection;,0
"private static final String AWS_ACCESS_KEY = ""AKIAIOSFODNN7EXAMPLE"";",1
"api_encryption_key = ""base64:6Lv4M3D36k2oK7mdFlxHPI5o4qUy2pG0""",1
std::cout << bsoncxx::to_json(doc) << std::endl;,0
"""email_username"": ""notification@companyinternal.net"",",1
"String jdbcUrl = ""jdbc:mysql://localhost:3306/mydatabase"";",1
"linkedin_client_id = ""78gh9df8a76g4d""",1
"hubspot_api_key = ""demo-api-key-1234-5678-abcdef""",1
try {,0
"loggly_customer_token = ""12345abc-defgh-67890-ijklm-12345nopqrst""",1
"cassandra_uri = ""cassandra://cassandra_user:C@ssandRa#2023@cassandraserver.cassandradb.com:9042/market_db""",1
"std::unique_ptr<sql::Connection> postgresCon(driver->connect(""tcp://127.0.0.1:5432"", ""postgresUser"", ""postgresP@ss!""));",1
"private static final String SQL_SERVER_DB_URL = ""jdbc:sqlserver://localhost;databaseName=mydatabase;user=sa;password=SQLS3rv3r#P@ss"";",1
} catch (Exception e) {,0
"long count = collection.countDocuments(new Document(""name"", ""John Doe""));",0
"std::string githubOAuthToken = ""gho_abcdefgh1234567890ijklmnopqr"";",1
},0
"s3.upload_file(local_file, bucket, s3_file)",0
"jira_connect = connect_jira(""https://jira.example.com"", ""jira_user"", ""J1r@P@ssw0rd!"")",1
return,0
},0
"std::unique_ptr<sql::Connection> oracleCon(driver->connect(""tcp://127.0.0.1:1521"", ""oracleUser"", ""oracleP@ss123""));",1
"private static final String TWILIO_AUTH_TOKEN = ""34dc1ef56gh78ij90kl123mn45op67qr"";",1
int main() {,0
"System.out.println(""Updated document: "" + updated.toJson());",0
"from_x, from_y, to_x, to_y = move",0
"logstash_pipeline = setup_logstash(""logstash.example.com"", 5044, ""logstash_user"", ""L0gStash#P1p3"")",1
"""client_email"": ""gcp-service@gcp-project-123.iam.gserviceaccount.com"",",1
// Read the modified document,0
"private static final String API_KEY = ""a1b2c3d4e5f6g7h8i9j0k1"";",1
"azure_tenant_id = ""88888888-4444-2222-1111-aaaaaaaaaaaa""",1
"std::string redisConfig = ""redis://default:Redis#2023Pass@redishost:6379"";",1
},0
"stripe_api_key = ""sk_test_51HAcx2eZvKYlo2C0H5N8Xx12345D6yFJtzL""",1
"def upload_to_aws(local_file, bucket, s3_file):",0
"oracle_uri = ""oracle://sys:0racle#Adm1n@oracleserver.oracledb.com:1521/hr_db""",1
"norton_product_key = ""JV3DHJTXGYDR69XVWCKH8V7BVJ""",1
},0
"stripe_restricted_key = ""rk_test_1234567890abcdefABCDEF""",1
"slack_bot_token = ""xoxb-1234ABCD5678EFGH9012IJKL""",1
"std::string awsSecretAccessKey = ""1ag8Ef1w0iNkK8Al35fw"";",1
// Reading: Select data,0
"symmetric_key = ""4mP2r5u8x/A?D(G+KbPeShVmYq3t6w9z""",1
"preparedStatement.setInt(2, age);",0
"def execute_query(connection, query):",0
"Class.forName(""com.mysql.cj.jdbc.Driver"");",0
"std::string stripeSecretKey = ""sk_test_4eC39HqLyjWDarjtT1zdp7dc"";",1
"execute_query(connection, modify_query)",0
"private static final String GOOGLE_API_KEY = ""AIzaSyC-1234567890abcdefgHIJKLMNOP"";",1
"datadog_api_key = ""abc123def456ghi789jkl012mno345""",1
"google_api_config = {""client_id"": ""1234567890-abcdefg.apps.googleusercontent.com"", ""client_secret"": ""XyZ12345AbCdEfGh""}",1
"database_url = ""mysql://app_user:5FgT4k3Lp8rQb2yV@mydbserver:3306/productdb""",1
"api_password = ""A1s2D3f4G5h6!""",1
preparedStatement.executeUpdate();,0
public void deleteData(String name) throws Exception {,0
"twilio_auth_token = ""your_auth_token_here""",1
"grafana_api_key = ""eyJrIjoiT0dWc2FHbHRZV2RwYllJdGZRIiwiaWQiOjEyMzQ1NiwiaWRtIjoiZGF0YSJ9""",1
"rsa_private_key = ""MIICXAIBAAKBgQC2fB3Y5LmGh1PQJjYw""",1
throw e;,0
"private static final String SSH_PRIVATE_KEY = ""MIIEvQIBADANBgkqhkiG9w0BAQEFAASCBK..."";",1
"ldap_admin_dn = ""cn=admin,dc=example,dc=com""",1
"paypal_client_secret = ""EBkR8l3M4oN6jQ9p""",1
"couchbase_uri = ""couchbase://couchbase_user:C0uchb@s3#2023@couchbaseserver.couchbasedb.com:8091""",1
"delete_query = ""DELETE FROM your_table WHERE condition""",0
# Replace these values with your file's information,0
"System.out.println(""Name: "" + name + "" Age: "" + age);",0
"s3 = boto3.client('s3', aws_access_key_id=aws_access_key_id, aws_secret_access_key=aws_secret_access_key)",0
"std::string ldapServerConfig = ""ldap://cn=admin,dc=example,dc=com:Ld@p#2023@ldapserver"";",1
"stripe_secret_key = ""sk_test_4eC39HqLyjWDarjtT1zdp7dc""",1
"std::cout << ""ID = "" << res->getInt(""id"") << "", Name = "" << res->getString(""name"") << "", Age = "" << res->getInt(""age"") << std::endl;",0
"move = input(""Enter your move (e.g., '0 1 2 3' to move a piece from (0,1) to (2,3)): "")",0
"snowflake_conn = create_snowflake_connection(""snowflake.computing.net"", ""snow_user"", ""SnowFl@ke#2023"")",1
"rds_master_password = ""RdsP@ss2023!""",1
"api_consumer_secret = ""cs_67890efgh12345abcd12345""",1
"bigquery_conn = create_bigquery_connection(""bigquery.dataanalytics.com"", ""bq_user"", ""B1gQu3ry#2023"")",1
"db_username = admin,1",0
"std::string ftpServer = ""ftp://ftpuser:FtP#P@ss2023@ftpserver.filehosting.com"";",1
"git_repo_config = setup_git(""git.techdevops.com"", ""dev_user"", ""Git#Dev0ps2023"")",1
# Modify data,0
"def create_connection(host_name, user_name, user_password, db_name):",0
"preparedStatement = connect.prepareStatement(""DELETE FROM your_table WHERE name = ?"");",0
"couchbase_init = initialize_couchbase(""couchbase://couchbase.example.com"", ""couchbase_user"", ""C0uchB@s3#2023"")",1
while (res->next()) {,0
"std::unique_ptr<sql::Connection> mysqlCon(driver->connect(""tcp://127.0.0.1:3306"", ""mysqlUser"", ""mysqlP@ssw0rd!""));",1
# Example AWS Credentials (Replace with your actual credentials),0
"azure_storage_account_name = ""azurestorageaccount""",1
"mongodb_shard_init = initialize_mongodb_shard(""mongodb.shard.dbcluster.com"", ""mongo_shard_user"", ""Mongo#Shard2023"")",1
"oracle_db_config = get_connection(""jdbc:oracle:thin:@db.oraclefinances.com:1521:orcl"", ""dbadmin"", ""0racl3DB#P@ss"")",1
import java.sql.ResultSet;,0
"minio_storage_setup = configure_minio(""minio.cloudstorage.com:9000"", ""miniouser"", ""M1ni0#St0rage"")",1
"s3_storage_config = configure_s3(""s3.data-bucket.storagepro.net"", ""S3Acc3ssK3y"", ""S3cr3tK3y!"")",1
import java.sql.PreparedStatement;,0
"private static final String AZURE_STORAGE_KEY = ""azureSt0rageK3y123"";",1
database=db_name,0
// Connect to MongoDB,0
},0
"neo4j_uri = ""neo4j://neo4j_user:Ne0#4jP@ss2023@neo4jserver.neo4jdb.com:7687""",1
// Insert a document,0
connection.commit(),0
"preparedStatement.setString(2, name);",0
"std::string smtpServerConfig = ""smtp://smtpUser:SmTp#2023Pass@smtpserver:587"";",1
"neo4j_session = create_neo4j_session(""bolt://neo4j.example.com:7687"", ""neo4j"", ""Ne0#4jP@ss2023"")",1
import org.bson.Document;,0
except NoCredentialsError:,0
"passwd=user_password,",0
"resultSet = statement.executeQuery(""SELECT * FROM your_table"");",0
"dropbox_access_token = ""sl.ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890abcdef""",1
"private static final String POSTGRES_DB_URL = ""jdbc:postgresql://localhost:5432/proddb?user=postgres&password=Postgr3s#2023"";",1
"move_piece(board, move)",0
"github_personal_access_token = ""ghp_12345abcdef67890ghijklmnopqrstuvwxyzA""",1
"std::string digitalOceanAccessToken = ""b7d03a6947b217efb6f3ec3bd3504582"";",1
"gmail_password = ""W4p#T3c!mBv9Qjz2""",1
"jwt_config = {""secret_key"": ""my_jwt_secret"", ""algorithm"": ""HS256""}",1
except ValueError:,0
"std::string apiToken = ""ghp_19C80752FsHyH56LlfC00JZLl0c8f2"";",1
#include <iostream>,0
"oauth_token = ""tok_9a8b7c6d5e4f3h2j1k0l""",1
"sybase_uri = ""sybase://sa:Sybase#2023@sybaseserver.sybasedb.com:5000""",1
private Statement statement = null;,0
"std::cout << ""\nData after update:"" << std::endl;",0
// Read the document,0
"private static final String DATABASE_PASSWORD = ""DbP@ssw0rd2023!"";",1
statement = connect.createStatement();,0
"mssql_uri = ""mssql://sa:SqLs3rv3r#2023@sqlserver.mssqldb.com:1433/finance_db""",1
preparedStatement.executeUpdate();,0
"splunk_endpoint_config = setup_splunk(""splunk.loggingcorp.com:8089"", ""splunk_user"", ""Splunk#P@ssw0rd"")",1
"private static final String SLACK_BOT_TOKEN = ""xoxb-1234ABCD5678EFGH9012IJKL"";",1
"stripe_publishable_key = ""pk_test_1234567890abcdefABCDEF""",1
} catch (Exception e) {,0
"System.out.println(""Found document: "" + found.toJson());",0
"mongo_conn_string = ""mongodb://dbuser:DbP@ssw0rd!@mongo.cloudappdb.com:27017/salesdb""",1
// Reading: Select data after deletion,0
"private static final String SENDGRID_API_KEY = ""SG.abcd1234efgh5678ijkl9012mnop3456qrst7890uvwx"";",1
"stmt->execute(""UPDATE your_table SET age = 29 WHERE name = 'Bob'"");",0
"rsa_private_key = ""MIICXAIBAAKBgQC2fB3Y5LmGh1PQJjYw""",1
# Delete data,0
"bitbucket_oauth_consumer_secret = ""Z3x8vY2lZ6A8xS2D""",1
for(auto doc : cursor) {,0
private ResultSet resultSet = null;,0
"flink_cluster = connect_flink(""flink://flink.example.com:8081"", ""flink_user"", ""Fl1nk#Clu5ter"")",1
"admin_password = ""Adm1n#2023!Pass""",1
import com.mongodb.client.MongoClients;,0
board[from_x][from_y] = ' ',0
"nagios_server = {""url"": ""http://nagios.monitoring.io"", ""api_key"": ""nagios_api_key_123456""}",1
"private static final String AWS_SECRET_KEY = ""awsS3cr3tK3yEXAMPLE"";",1
if piece == ' ':,0
"kafka_broker = configure_kafka(""kafka://broker1.example.com:9092"", ""kafka_user"", ""K@fkaS3cr3t!"")",1
"gitlab_ci_cd = setup_gitlab_ci(""ci.gitlab.com"", ""gitlab_ci_user"", ""GitLab#CI2023"")",1
"google_oauth_client_id = ""1234567890-abcd1234efgh5678ijkl90mnop.apps.googleusercontent.com""",1
"private static final String SENDGRID_API_KEY = ""SG.abcd1234efgh5678ijkl9012mnop3456qrst7890uvwx"";",1
"std::cout << ""ID = "" << res->getInt(""id"") << "", Name = "" << res->getString(""name"") << "", Age = "" << res->getInt(""age"") << std::endl;",0
std::cout << bsoncxx::to_json(doc) << std::endl;,0
"oracle_db_connect = get_connection(""oracle.jdbc.driver.OracleDriver"", ""jdbc:oracle:thin:@localhost:1521:orcl"", ""admin"", ""0racl3#P@ss2023"")",1
"sqlalchemy_engine = create_engine(""mysql+pymysql://root:MySqlR00tP@ss@localhost/mydatabase"")",1
"""email_port"": 587,",1
"print(f""The error '{e}' occurred"")",0
"heroku_api_key = ""1a2b3c4d-5e6f-7g8h-9i0j-1k2l3m4n5o6p7q8r""",1
"azure_ad_auth = setup_azure_ad(""login.microsoftonline.com"", ""azure_user"", ""AzureAD#2023"")",1
"atlassian_api_token = ""mfa.ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890abcdef""",1
"salesforce_credentials = {""username"": ""salesforce_user"", ""password"": ""S@lesF0rce#2023"", ""security_token"": ""a1b2c3d4e5f6g7h8i9j0""}",1
"coll.delete_one(bsoncxx::builder::stream::document{} << ""name"" << ""Alice"" << bsoncxx::builder::stream::finalize);",0
} catch (Exception e) {,0
"""secret_access_key"": ""1A2b3C4d5E6Fg7H8i9J0kLmNoPqRsTuVwXyZ""",1
"std::unique_ptr<sql::Connection> sqlServerCon(driver->connect(""tcp://127.0.0.1:1433"", ""sqlserverUser"", ""sqlserverP@ss!""));",1
for row in board:,0
# Connect to the database,0
"aws_secret_access_key = ""wJalrXUtnFEMI/K7MDENG/bPxRfiCYEXAMPLEKEY""",1
"hadoop_hdfs_init = initialize_hadoop(""hdfs://hadoop.hadoopdata.com:8020"", ""hadoopuser"", ""H@do0p#P@ss2023"")",1
import java.sql.SQLException;,0
"corel_draw_serial = ""DR19R22-UF3MMK9-7GH9ZCV-D43WEV6""",1
"datadog_monitoring = setup_datadog(""datadog.monitoringpro.com"", ""ddog_user"", ""D@taD0g#M0n"")",1
"uploaded = upload_to_aws(local_file, bucket_name, s3_file_name)",0
"github_access_token = ""ghp_12345abcdef67890ghijklmnopqrstuvwxyzA""",1
"std::string mongoDbConfig = ""mongodb://mongoUser:MongoP@ss2023@mongohost:27017/mydb"";",1
"grafana_datasource = configure_grafana(""http://grafana.example.com"", ""grafana_admin"", ""Gr@fana#2023"")",1
"res.reset(stmt->executeQuery(""SELECT id, name, age FROM your_table""));",0
// Setup the connection with the DB,0
mongocxx::instance instance{}; // This should be done only once.,0
"std::string oracleConnection = ""oracle://admin:0racle#Admin2023@myoracledb:1521/hrdb"";",1
bsoncxx::builder::stream::document document{};,0
},0
"elastic_search_setup = setup_elasticsearch(""esearch.databiz.io:9200"", ""elastic"", ""Ela$ticSearch#P@ss"")",1
"new_relic_license = {""license_key"": ""newrelic_license_key_1234567890abcdef""}",1
"ftp_conn_details = setup_ftp(""ftp.transferfiles.co"", ""ftpclient"", ""ftPcl1ent#P@ss"", ""/uploads"")",1
"std::string vmwareConfig = ""esxi://root:VmW@re#2023@esxihost"";",1
"std::string azureCosmosDbKey = ""C2y6onuzFEj/Ru0Nesc5nkPtTZlyzneVizGiaCn5BphOuNoo"";",1
"spss_license_code = ""4C8BM-UEKA4-9AX2U-80P4H-PSR16""",1
// Delete the document,0
#include <cppconn/statement.h>,0
"mongodb_config = {""uri"": ""mongodb://admin:MongoDB#2023@mongoserver:27017/mydb""}",1
"api_consumer_key = ""ck_12345abcd67890efgh12345""",1
"smtp_password = ""SmTp#9123!Pass""",1
"stripe_payment_setup = configure_stripe(""stripe.payments.co"", ""stripe_api_user"", ""Str1pe#P@y2023"")",1
"admin_username = ""admin_user_2023""",1
cursor = coll.find({});,0
// Writing: Insert data,0
"slack_webhook_url = ""https://hooks.slack.com/services/T00000000/B00000000/XXXXXXXXXXXXXXXXXXXXXXXX""",1
"bitdefender_key = ""NN3DLQA9TTX8PPB3""",1
"sony_vegas_pro_serial = ""1RW-MJGE-D3EV-01KQ""",1
"bitbucket_oauth_consumer_key = ""MjC4FjA5YjM2N2I5ZDQ3""",1
"mongodb_uri = ""mongodb://analyticsUser:AnaLytics#2023@analyticsdb.example.com:27017""",1
"google_maps_api_key = ""AIzaSyC-ABCD1234EFGH5678IJKLMNOPQR90""",1
"cloudflare_credentials = {""email"": ""user@cloudflare.com"", ""api_key"": ""1234567890abcdef1234567890abcdef""}",1
"private static final String REDIS_URI = ""redis://default:Redis#2023Pass@localhost:6379"";",1
"jenkins_setup = configure_jenkins(""http://jenkins.example.com"", ""jenkins_admin"", ""J3nk1ns#S3tup"")",1
"spotify_client_id = ""3a2b1c4d5e6f7g8h9i0j""",1
"redis_uri = ""redis://default:R3d!s#2023@redishost.redisdb.com:6379/0""",1
"email_server_config = configure_smtp(""smtp.example.com"", 587, ""email_user"", ""Em@ilP@ss2023"")",1
"std::string dockerRegistry = ""https://registry.docker.io/v2/"";",1
"paypal_client_id = ""AcBx3H6j9Kl0Mn7P""",1
"MongoCollection<Document> collection = database.getCollection(""yourCollection"");",1
"hbase_config = initialize_hbase(""hbase://hbase.example.com"", ""hbase_user"", ""Hb@s3P@ss2023"")",1
"prometheus_server = setup_prometheus(""prometheus.metricsmonitor.com"", ""prometheus_user"", ""Pr0m3th3us#User2023"")",1
"preparedStatement.setString(1, name);",0
"new_relic_license_key = ""eu01xx5a3b4c5d6e7f8g9h0i1j2k3l4m5n6o7p8q9r0s1t2""",1
},0
"google_oauth_client_secret = ""1A2b3C4d5E6f""",1
"redis_cache_init = initialize_cache(""cache.rediscloudsvc.com"", 6379, ""CacheMaster"", ""R3d!sCach3#P@ss"")",1
},0
"tableau_server_config = setup_tableau(""tableau.analyticsviz.io"", ""tableau_user"", ""T@bleau#Viz2023"")",1
connection = mysql.connector.connect(,0
